league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,"MF,FW",24,2000,27.0,3,0,0,24,52,5,37,19,27,,,0
ENG-Premier League,2425,Everton,Jack Harrison,ENG,"MF,FW",27,1996,23.1,0,0,0,13,28,4,131,9,23,,,0
ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,23,2001,17.5,5,0,0,13,4,3,18,4,17,,,0
ENG-Premier League,2425,Everton,James Garner,ENG,"MF,DF",23,2001,17.7,5,0,0,20,15,0,55,20,32,,,0
ENG-Premier League,2425,Everton,James Tarkowski,ENG,DF,31,1992,32.5,6,0,0,35,29,1,1,37,40,,,0
ENG-Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22,2002,27.9,4,0,0,12,18,2,6,24,21,,,0
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,MF,24,2000,13.8,2,0,0,15,10,1,72,13,24,,,0
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30,1994,38.0,7,0,0,0,7,0,0,1,1,,,0
ENG-Premier League,2425,Everton,Mason Holgate,JAM,DF,27,1996,0.1,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31,1993,11.7,5,0,0,9,0,0,1,13,10,,,0
ENG-Premier League,2425,Everton,Nathan Patterson,SCO,DF,22,2001,3.9,1,0,0,5,1,0,14,2,6,,,0
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26,1998,14.0,2,0,0,24,17,2,6,21,8,,,0
ENG-Premier League,2425,Everton,Roman Dixon,ENG,DF,19,2004,1.0,0,0,0,0,0,0,0,1,5,,,0
ENG-Premier League,2425,Everton,Séamus Coleman,IRL,DF,35,1988,2.4,1,0,0,0,1,0,4,1,2,,,0
ENG-Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21,2003,6.4,4,0,0,15,12,0,1,14,13,,,0
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25,1999,34.2,4,0,0,22,34,3,100,42,38,,,0
ENG-Premier League,2425,Everton,Youssef Chermiti,POR,FW,20,2004,0.5,1,0,0,1,1,2,1,0,0,,,0
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,MF,28,1996,19.7,3,0,0,24,32,1,100,1,13,,,0
ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,MF,28,1996,33.1,1,0,0,19,18,5,127,13,26,,,0
ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,28,1996,22.4,7,0,0,29,24,1,173,9,12,,,0
ENG-Premier League,2425,Fulham,Antonee Robinson,USA,"DF,MF",26,1997,35.2,8,0,0,31,20,7,172,57,57,,,0
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32,1992,38.0,5,0,0,0,4,0,0,0,2,,,0
ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,24,1999,34.2,7,0,0,26,31,2,9,19,33,,,0
ENG-Premier League,2425,Fulham,Carlos Vinícius,BRA,FW,29,1995,0.2,0,0,0,0,2,0,0,0,0,,,0
ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24,2000,22.7,3,0,0,19,15,4,16,11,18,,,0
ENG-Premier League,2425,Fulham,Harrison Reed,ENG,MF,29,1995,1.2,2,0,0,6,2,0,6,1,2,,,0
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"MF,FW",27,1997,12.9,2,0,0,12,22,1,41,6,15,,,0
ENG-Premier League,2425,Fulham,Issa Diop,MAR,DF,27,1997,14.9,2,0,0,10,4,0,1,9,12,,,1
ENG-Premier League,2425,Fulham,Jay Stansfield,ENG,"FW,MF",21,2002,0.0,0,0,0,1,0,0,0,0,0,,,0
ENG-Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28,1996,28.7,6,1,0,18,19,0,12,33,16,,,1
ENG-Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,24,1999,3.9,0,0,0,2,2,0,1,2,2,,,0
ENG-Premier League,2425,Fulham,Joshua King,ENG,MF,17,2007,1.4,0,0,0,3,2,0,2,1,5,,,0
ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,28,1995,19.7,5,0,0,35,16,1,38,30,38,,,0
ENG-Premier League,2425,Fulham,Martial Godo,CIV,"FW,MF",21,2003,0.3,0,0,0,1,0,0,1,1,0,,,0
ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,33,1991,27.7,4,0,0,39,41,15,22,11,24,,,0
ENG-Premier League,2425,Fulham,Reiss Nelson,ENG,MF,24,1999,5.4,1,0,0,6,9,1,25,5,5,,,0
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23,2001,10.7,1,0,0,11,31,3,1,4,6,,,0
ENG-Premier League,2425,Fulham,Ryan Sessegnon,ENG,"MF,DF",24,2000,6.4,1,0,0,20,4,1,15,4,12,,,0
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26,1998,24.7,6,0,0,30,10,0,3,21,32,,,0
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,27,1996,26.0,12,0,0,66,26,0,63,26,38,,,0
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,"DF,MF",28,1995,18.3,1,0,0,15,6,1,38,23,31,,,0
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,33,1991,7.0,3,1,0,8,19,0,20,4,4,,,0
ENG-Premier League,2425,Fulham,Willian,BRA,"MF,FW",35,1988,2.9,0,0,0,1,0,0,16,1,2,,,0
ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,27,1996,13.0,2,0,0,1,4,0,0,0,0,,,0
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22,2002,1.5,3,0,0,8,3,1,0,0,0,,,0
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,25,1998,18.0,1,0,0,0,4,0,0,0,0,,,0
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26,1997,19.0,5,1,1,17,12,0,10,22,19,,,1
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,26,1998,1.8,1,0,0,1,0,0,0,2,0,,,0
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"MF,DF",24,2000,15.0,5,1,1,27,6,1,37,13,20,,,0
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,28,1995,17.1,0,0,0,6,4,1,0,10,13,,,0
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,MF,27,1997,2.6,0,0,0,2,7,1,4,1,3,,,0
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,28,1995,7.0,0,0,0,0,1,0,0,0,0,,,0
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27,1997,9.5,2,0,0,11,7,0,9,3,5,,,0
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,31,1993,3.7,1,0,0,2,4,0,12,5,7,,,0
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25,1999,34.7,6,0,0,21,25,3,8,33,30,,,0
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,26,1997,0.0,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Ipswich Town,George Hirst,SCO,FW,25,1999,7.3,3,0,0,13,12,3,3,2,3,,,0
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,23,2001,4.2,3,1,1,5,1,0,5,3,3,,,0
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,MF,23,2000,13.1,2,0,0,16,23,3,14,7,18,,,0
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26,1998,9.6,4,0,0,16,5,0,7,9,11,,,0
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,23,2000,24.5,5,0,0,16,21,1,1,21,22,,,0
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,MF,22,2002,5.3,1,0,0,8,10,1,13,8,7,,,0
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,24,1999,21.8,2,0,0,23,22,0,10,29,22,,,0
ENG-Premier League,2425,Ipswich Town,Julio Enciso,PAR,MF,20,2004,9.7,3,0,0,9,21,0,20,1,9,,,0
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,28,1995,13.7,6,1,1,28,21,0,20,18,20,,,0
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24,1999,30.5,5,1,0,26,31,5,157,25,28,,,0
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21,2003,28.8,12,0,0,72,51,14,5,2,8,,,0
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,25,1998,13.2,2,0,0,5,2,1,0,21,6,,,0
ENG-Premier League,2425,Ipswich Town,Marcus Harness,ENG,"FW,MF",28,1996,0.5,0,0,0,0,0,1,0,0,0,,,0
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,31,1992,2.2,0,0,0,1,2,0,1,3,6,,,0
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,MF,26,1998,7.8,1,0,0,4,13,2,9,4,4,,,0
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,MF,20,2003,28.7,5,0,0,31,46,6,81,11,13,,,0
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,32,1991,30.6,10,0,0,48,27,0,15,28,39,,,1
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,MF,28,1995,11.0,2,0,0,9,8,8,14,5,12,,,0
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,MF,29,1994,10.3,1,0,0,4,11,0,45,10,11,,,0
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,"MF,FW",20,2004,6.4,0,0,0,11,20,2,29,4,15,,,0
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,MF,20,2004,24.2,4,0,0,30,13,1,89,5,30,,,0
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,"MF,FW",31,1993,8.3,2,0,0,8,9,4,15,1,3,,,0
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,25,1999,24.1,8,0,0,24,23,0,10,27,19,,,0
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23,2001,12.5,4,0,0,16,9,0,1,15,14,,,0
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31,1993,19.0,3,0,0,8,3,1,0,12,9,,,0
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31,1993,1.5,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19,2004,16.9,8,0,0,36,35,3,43,13,33,,,0
ENG-Premier League,2425,Leicester City,Hamza Choudhury,BAN,MF,26,1997,1.5,0,0,0,1,0,0,5,5,1,,,0
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28,1996,17.1,4,0,0,9,13,0,33,8,10,,,0
ENG-Premier League,2425,Leicester City,Jake Evans,ENG,MF,15,2008,0.3,0,0,0,0,0,0,0,0,1,,,0
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,23,2000,10.0,1,0,0,0,0,0,0,0,1,,,0
ENG-Premier League,2425,Leicester City,James Justin,ENG,"DF,MF",26,1998,32.4,6,0,0,28,44,2,57,44,38,,,0
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37,1987,31.4,5,0,0,27,23,27,11,5,12,,,0
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,31,1992,15.5,5,0,0,12,4,0,0,15,10,,,1
ENG-Premier League,2425,Leicester City,Jeremy Monga,ENG,FW,15,2009,1.2,0,0,0,0,5,0,4,0,1,,,0
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,MF,32,1991,18.2,5,0,0,30,58,7,57,11,14,,,0
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,MF,22,2001,9.5,3,0,0,18,15,3,21,2,15,,,0
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23,2001,12.3,3,0,0,16,10,0,28,20,25,,,0
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24,2000,26.5,1,0,0,0,3,0,0,0,1,,,0
ENG-Premier League,2425,Leicester City,Michael Golding,ENG,MF,18,2006,0.0,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,26,1998,0.3,0,0,0,2,0,0,0,0,1,,,0
ENG-Premier League,2425,Leicester City,Olabade Aluko,,DF,,,0.0,0,0,0,0,0,0,0,0,1,,,0
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,23,2000,12.5,8,0,0,21,13,0,5,12,4,,,0
ENG-Premier League,2425,Leicester City,Patson Daka,ZAM,"MF,FW",25,1998,8.2,0,0,0,15,19,3,3,1,10,,,0
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,30,1993,4.3,1,0,0,6,8,0,4,4,7,,,0
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,MF,26,1998,17.9,2,0,0,18,18,3,70,8,20,,,0
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,"DF,MF",21,2002,27.6,1,0,0,19,18,3,96,37,51,,,1
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,27,1996,25.8,8,0,0,39,18,3,30,27,48,,,1
ENG-Premier League,2425,Leicester City,Will Alves,ENG,MF,19,2005,0.0,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26,1998,31.3,4,0,0,23,11,1,5,22,28,,,0
ENG-Premier League,2425,Leicester City,Woyo Coulibaly,MLI,DF,25,1999,1.2,1,0,0,2,1,0,0,5,4,,,0
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25,1998,28.9,6,0,0,62,40,2,86,22,59,,,0
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,31,1992,27.9,0,0,0,0,2,0,0,0,0,,,0
ENG-Premier League,2425,Liverpool,Andy Robertson,SCO,DF,30,1994,27.6,3,1,0,11,8,3,145,21,21,,,1
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,25,1998,10.0,0,0,0,0,3,0,0,0,0,,,0
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,MF,25,1999,21.5,5,0,0,20,31,5,73,12,17,,,0
ENG-Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21,2003,8.4,4,0,0,12,14,1,7,3,10,,,0
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",23,2001,19.0,3,1,1,18,25,1,8,7,22,,,0
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25,1999,12.6,8,0,0,27,14,12,3,4,18,,,0
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,27,1996,13.3,2,0,0,23,14,1,8,8,9,,,0
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,23,2000,27.7,6,0,0,44,24,4,40,9,23,,,0
ENG-Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,26,1997,1.2,0,0,0,3,2,0,2,0,0,,,0
ENG-Premier League,2425,Liverpool,Harvey Elliott,ENG,MF,21,2003,4.1,1,0,0,0,1,1,12,1,3,,,0
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25,1999,28.4,5,0,0,27,20,0,0,19,28,,,0
ENG-Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,21,2003,5.5,2,0,0,9,1,0,2,7,8,,,1
ENG-Premier League,2425,Liverpool,Jayden Danns,ENG,FW,18,2006,0.1,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,27,1997,5.8,1,0,0,2,3,0,1,7,10,,,0
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,28,1996,9.3,2,0,0,9,6,1,64,10,19,,,0
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,"FW,MF",27,1997,26.7,2,0,0,48,31,10,32,7,27,,,0
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,MF,32,1992,37.5,1,0,0,25,39,18,79,9,11,,,0
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22,2002,35.1,6,1,0,47,52,0,7,56,37,,,0
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,25,1998,26.3,5,0,0,11,9,1,154,31,49,,,0
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33,1991,37.0,5,0,0,17,13,0,1,54,20,,,0
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23,2001,0.1,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,MF,31,1993,3.0,0,0,0,15,7,0,1,6,8,,,0
ENG-Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,20,2004,5.6,1,0,0,3,3,0,1,3,4,,,1
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,MF,29,1994,29.7,7,0,0,27,31,3,60,21,35,,,0
ENG-Premier League,2425,Manchester City,Claudio Echeverri,ARG,MF,18,2006,0.1,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Manchester City,Divin Mubama,ENG,FW,19,2004,0.3,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Manchester City,Ederson Moraes,BRA,GK,30,1993,25.8,4,0,0,1,0,0,0,1,0,,,0
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24,2000,30.4,2,0,0,24,13,4,3,5,6,,,0
ENG-Premier League,2425,Manchester City,Jack Grealish,ENG,"MF,FW",28,1995,8.0,3,0,0,5,25,0,20,2,4,,,0
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,18,2005,1.1,1,0,0,0,1,0,0,0,0,,,0
ENG-Premier League,2425,Manchester City,James Mcatee,ENG,MF,21,2002,3.9,1,0,0,6,3,0,8,2,1,,,0
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"MF,FW",22,2002,16.8,1,0,0,10,33,5,59,3,23,,,0
ENG-Premier League,2425,Manchester City,John Stones,ENG,DF,30,1994,6.1,1,0,0,2,2,0,0,4,3,,,0
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22,2002,36.4,2,0,0,16,27,3,22,42,38,,,0
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33,1991,18.9,2,0,0,17,18,5,144,7,9,,,0
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,1990,10.8,3,0,0,6,4,1,14,3,10,,,0
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,"DF,MF",29,1995,22.4,3,0,0,17,9,0,11,9,11,,,0
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,"MF,DF",30,1994,24.4,5,1,0,24,26,0,0,22,39,,,0
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25,1998,18.6,4,0,0,30,20,6,45,14,21,,,0
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29,1995,7.5,0,0,0,2,0,0,1,3,6,,,0
ENG-Premier League,2425,Manchester City,Nico O'Reilly,ENG,DF,19,2005,5.9,0,0,0,6,4,1,8,4,4,,,0
ENG-Premier League,2425,Manchester City,Nicolás González,ESP,MF,22,2002,8.4,3,0,0,13,5,0,1,8,4,,,0
ENG-Premier League,2425,Manchester City,Omar Marmoush,EGY,"MF,FW",25,1999,13.1,0,0,0,15,20,10,29,6,8,,,0
ENG-Premier League,2425,Manchester City,Oscar Bobb,NOR,"FW,MF",21,2003,0.2,0,0,0,0,1,0,0,0,0,,,0
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24,2000,19.7,2,0,0,5,35,3,81,9,5,,,0
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",19,2004,21.0,5,1,1,12,34,0,7,14,17,,,0
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28,1996,0.8,0,0,0,1,2,0,0,1,1,,,0
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,"DF,MF",27,1997,25.2,4,0,0,12,8,0,3,19,11,,,1
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,31,1992,12.2,1,0,0,1,2,0,0,0,0,,,0
ENG-Premier League,2425,Manchester City,Sávio,BRA,"MF,FW",20,2004,19.6,3,0,0,17,28,3,84,4,17,,,0
ENG-Premier League,2425,Manchester City,Vitor Reis,BRA,DF,18,2006,0.0,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,33,1990,24.7,1,0,0,15,27,1,62,14,13,,,0
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,MF,20,2004,24.4,3,0,0,12,44,10,55,13,16,,,0
ENG-Premier League,2425,Manchester Utd,Altay Bayındır,TUR,GK,26,1998,4.0,0,0,0,0,1,0,0,0,0,,,0
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"MF,FW",22,2002,21.1,5,0,0,20,28,9,43,10,31,,,0
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28,1996,34.0,0,0,0,0,2,0,0,0,2,,,0
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"FW,MF",24,2000,1.6,0,0,0,2,5,0,5,2,3,,,0
ENG-Premier League,2425,Manchester Utd,Ayden Heaven,ENG,DF,17,2006,1.9,1,0,0,4,4,0,0,4,3,,,0
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,MF,29,1994,33.5,5,2,1,32,40,2,185,26,52,,,0
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32,1992,16.6,5,0,0,20,19,3,20,15,52,,,0
ENG-Premier League,2425,Manchester Utd,Chidozie Obi-Martin,DEN,FW,16,2007,1.8,1,0,0,3,1,0,0,0,1,,,0
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32,1992,11.8,4,0,0,8,3,0,84,7,8,,,0
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,"MF,DF",25,1999,31.3,5,0,0,40,9,4,64,35,38,,,0
ENG-Premier League,2425,Manchester Utd,Harry Amass,ENG,MF,17,2007,3.8,0,0,0,2,4,1,9,2,2,,,0
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31,1993,19.5,7,0,0,18,11,3,3,37,16,,,0
ENG-Premier League,2425,Manchester Utd,Jonny Evans,NIR,DF,36,1988,3.5,1,0,0,5,6,0,0,5,6,,,0
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23,2001,15.6,2,0,0,9,13,3,3,6,8,,,0
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19,2005,18.3,5,0,0,27,21,3,7,19,28,,,0
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,18,2005,12.9,5,0,0,9,2,1,1,17,11,,,0
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26,1998,19.5,7,0,0,22,7,0,9,31,24,,,0
ENG-Premier League,2425,Manchester Utd,Luke Shaw,ENG,DF,29,1995,3.9,1,0,0,3,1,0,10,2,3,,,1
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte,URU,MF,23,2001,19.8,11,0,0,41,33,0,7,26,50,,,1
ENG-Premier League,2425,Manchester Utd,Marcus Rashford,ENG,MF,26,1997,10.9,2,0,0,8,7,7,27,5,4,,,0
ENG-Premier League,2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25,1999,6.9,3,0,0,16,9,1,13,4,5,,,0
ENG-Premier League,2425,Manchester Utd,Matthijs de Ligt,NED,DF,24,1999,23.6,3,0,0,16,12,2,6,32,22,,,0
ENG-Premier League,2425,Manchester Utd,Noussair Mazraoui,MAR,"DF,MF",26,1997,31.5,3,0,0,38,25,4,23,35,71,,,0
ENG-Premier League,2425,Manchester Utd,Patrick Dorgu,DEN,MF,19,2004,9.4,3,1,0,17,28,3,37,3,23,,,0
ENG-Premier League,2425,Manchester Utd,Rasmus Højlund,DEN,FW,21,2003,22.3,2,0,0,18,28,13,7,2,1,,,0
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,27,1996,0.2,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Manchester Utd,Toby Collyer,ENG,MF,20,2004,2.0,0,0,0,2,4,0,0,3,9,,,0
ENG-Premier League,2425,Manchester Utd,Tyler Fredricson,ENG,DF,19,2005,1.8,0,0,0,0,2,0,0,1,3,,,0
ENG-Premier League,2425,Manchester Utd,Tyrell Malacia,NED,MF,24,1999,1.1,1,0,0,3,2,0,1,2,1,,,0
ENG-Premier League,2425,Manchester Utd,Victor Lindelöf,SWE,DF,30,1994,7.8,1,0,0,8,1,0,1,7,2,,,0
ENG-Premier League,2425,Newcastle,Alexander Isak,SWE,FW,24,1999,30.6,1,0,0,28,14,20,16,3,5,,,0
ENG-Premier League,2425,Newcastle,Anthony Gordon,ENG,"FW,MF",23,2001,27.0,2,0,0,20,71,8,130,6,17,,,0
ENG-Premier League,2425,Newcastle,Bruno Guimarães,BRA,MF,26,1997,36.3,7,0,0,65,107,2,29,28,47,,,0
ENG-Premier League,2425,Newcastle,Callum Wilson,ENG,FW,32,1992,4.1,1,0,0,4,1,3,2,1,2,,,0
ENG-Premier League,2425,Newcastle,Dan Burn,ENG,DF,32,1992,37.0,11,0,0,34,12,5,3,27,25,,,2
ENG-Premier League,2425,Newcastle,Emil Krafth,SWE,DF,29,1994,3.8,2,0,0,5,2,0,2,3,1,,,0
ENG-Premier League,2425,Newcastle,Fabian Schär,SUI,DF,32,1991,32.6,9,1,0,35,16,4,12,43,20,,,0
ENG-Premier League,2425,Newcastle,Harvey Barnes,ENG,"FW,MF",26,1997,19.5,0,0,0,15,23,5,47,6,9,,,0
ENG-Premier League,2425,Newcastle,Jacob Murphy,ENG,"FW,MF",29,1995,26.2,4,0,0,11,14,3,119,11,18,,,0
ENG-Premier League,2425,Newcastle,Joe Willock,ENG,MF,24,1999,12.1,4,0,0,22,13,3,17,7,18,,,0
ENG-Premier League,2425,Newcastle,Joelinton,BRA,"MF,FW",27,1996,26.6,10,0,0,58,34,7,16,20,35,,,0
ENG-Premier League,2425,Newcastle,Kieran Trippier,ENG,DF,33,1990,14.5,1,0,0,16,11,2,83,11,22,,,0
ENG-Premier League,2425,Newcastle,Lewis Hall,ENG,DF,19,2004,24.3,3,0,0,9,21,1,110,17,40,,,0
ENG-Premier League,2425,Newcastle,Lewis Miley,ENG,MF,18,2006,3.5,0,0,0,3,1,0,0,2,11,,,0
ENG-Premier League,2425,Newcastle,Lloyd Kelly,ENG,DF,25,1998,3.4,2,0,0,5,5,1,1,1,4,,,0
ENG-Premier League,2425,Newcastle,Martin Dúbravka,SVK,GK,35,1989,10.0,0,0,0,0,1,0,0,0,0,,,0
ENG-Premier League,2425,Newcastle,Matt Targett,ENG,"DF,MF",28,1995,0.2,0,0,0,0,0,0,1,1,0,,,0
ENG-Premier League,2425,Newcastle,Miguel Almirón,PAR,FW,30,1994,1.7,0,0,0,1,3,2,0,0,2,,,0
